Start	End	Chromosome	Symbol
132332677	132362296	5	ZCCHC10
131492065	131534693	9	ZER1
21027635	21036574	HSCHR19_1_CTG3	CTC-352P4.1
41277627	41305688	17	NBR2
30225730	30226020	16	RP11-347C12.9
33901814	33905882	17	PEX12
30229541	30233251	16	RP11-347C12.8
21150279	21154362	HSCHR19_1_CTG3	KRT18P40
52511761	52516905	X	XAGE1C
25071848	25170815	1	CLIC4
18994382	18995138	17	RP11-160E2.19
41277553	41292590	19	MIA-RAB4B
51253146	51371338	10	RP11-592B15.3
20142636	20159962	X	EIF1AX
19015313	19015949	17	SNORD3D
40969074	40984748	21	C21orf88
148504475	148581413	7	EZH2
28249314	28270326	6	PGBD1
19044330	19047002	17	CTC-457L16.2
9879533	9886286	3	RPUSD3
43731605	43775863	3	ABHD5
19053592	19054599	17	RP11-160E2.21
88886570	88974628	12	KITLG
190526111	190535557	2	ASNSD1
19064102	19065587	17	RP11-160E2.11
30234230	30346695	16	RP11-347C12.2
17281577	17294106	6	RBM24
35704809	35716856	6	ARMC12
172964167	172967628	2	DLX2
41117334	41174023	21	IGSF5
159774758	159797648	5	C1QTNF2
68246304	68255574	16	RP11-96D1.5
44001189	44012924	7	AC004985.12
130581186	130734140	5	CDC42SE2
68258616	68261637	16	RP11-96D1.10
98319942	98320679	10	NPM1P26
31842327	31858180	HSCHR6_MHC_APD	SLC44A4
68259872	68263048	16	RP11-96D1.11
44024593	44029806	7	AC004951.5
27278623	27305664	14	RP11-626P14.2
25824651	25824982	Y	TCEB1P16
68270748	68271570	16	RP11-96D1.6
98379133	98379240	10	RNA5SP324
79648204	79650954	17	ARL16
31500758	31516055	22	SELM
98380634	98381464	10	RP11-34E5.4
68290065	68294346	16	RP11-96D1.7
1756184	1820318	16	MAPK8IP3
44043645	44047465	7	AC004951.6
19067522	19077749	17	AC007952.4
30087299	30096698	16	PPP4C
133179736	133187037	12	LRCOL1
68318126	68318221	16	RNU6-1262P
27305934	27629626	14	RP11-384J4.2
98502924	98503030	10	RNU6-1274P
68347142	68347243	16	snoU13
68350704	68352939	16	RP11-96D1.3
98510045	98510675	10	RPL13AP5
44053161	44058769	7	POLR2J4
32540542	32552551	9	TOPORS
19070209	19072981	17	KYNUP1
46180719	46200436	17	SNX11
68363290	68363432	16	RNU4-30P
118619404	118864915	3	IGSF11
27342339	27383949	14	RP11-384J4.1
68508456	68508567	16	Y_RNA
68511140	68511473	16	RPL35AP33
19091329	19092027	17	SNORD3A
98588426	98588521	10	MIR607
44066550	44081491	7	RASA4CP
98675390	98675659	10	HMGN2P35
75061108	75120486	2	HK2
25827587	25840726	Y	PRYP3
27377848	27377931	14	MIR4307
27396859	27396981	14	AL110292.1
41111138	41111323	13	AL133318.1
5710919	5758319	11	TRIM22
41510739	41754280	8	ANK1
102455853	102548500	5	PPIP5K2
41239243	41301322	21	PCP4
27727923	28314492	14	CTD-3006G17.2
41129804	41240734	13	FOXO1
193809350	193826963	3	RP11-135A1.3
47199268	47277641	6	TNFRSF21
209757062	209787283	1	CAMK1G
231191899	231268447	2	SP140L
14464986	14521573	11	COPB1
193848405	193848990	3	RP11-135A1.2
32552997	32573160	9	NDUFB6
43906157	43946188	7	URGCP-MRPS24
28800	28881	GL000233.1	CU013544.1
193863463	193863756	3	RN7SL215P
35214	35296	GL000233.1	CU013544.2
35452	35534	GL000233.1	CU013544.3
193920805	193967942	3	RP11-513G11.4
51253787	51262426	10	RP11-592B15.9
76458909	76629254	6	MYO6
28081794	28108842	14	LINC00645
51255380	51255495	10	RNA5SP316
95187936	95195837	5	C5orf27
193965437	193975561	3	RP11-513G11.3
43906157	43909492	7	MRPS24
51287081	51371070	10	RP11-592B15.4
28292470	28324048	6	ZSCAN31
4534197	4545589	17	ALOX15
61025762	61062896	11	VWCE
41277553	41283395	19	MIA
70340323	70340861	12	RP11-611E13.3
41303432	41345309	13	MRPS31
70574118	70595784	12	RP11-320P7.2
68877507	69119083	16	TANGO6
113696642	113832337	5	KCNN2
70612912	70615642	12	RP11-320P7.1
41296973	41297272	17	CTD-3199J23.6
32153001	32155440	HSCHR6_MHC_SSTO	RNF5
70837564	70837703	12	RNU4-65P
155554811	155714863	2	KCNJ3
41316200	41322420	17	RP11-242D8.1
70840240	70841365	12	RP11-588H23.5
175750819	175899331	4	ADAM29
92500578	92617671	10	HTR7
331603	378653	4	ZNF141
18872102	18908117	17	FAM83G
45869661	45941561	10	ALOX5
70861860	70932859	12	RP11-588H23.3
113491867	113492240	12	RPS15AP32
113594570	113594666	12	Y_RNA
9873804	9875984	Y	TSPY20P
122316634	122316865	7	RP11-395G17.1
113596556	113596917	12	AC089999.1
42772689	42799949	19	CIC
75081396	75083350	14	CTD-2207P18.2
32566787	32568619	9	GVQW1
131549483	131572711	9	TBC1D13
113616228	113616324	12	Y_RNA
122321344	122321757	7	RPS26P31
9904163	9906760	Y	TSPY5P
136346630	136354672	HG79_PATCH	SLC2A6
142364198	142364710	7	TRBV24-1
95220802	95297775	5	ELL2
25042038	25142708	2	ADCY3
142374104	142375550	7	MTRNR2L6
113623429	113629966	12	RP11-545P7.4
72007085	72043432	10	NPFFR1
75124752	75125293	14	RP11-173A8.2
43639040	43655528	6	MRPS18A
32629452	32635667	9	TAF1L
113909808	113918429	12	RP11-82C23.2
142378572	142379076	7	TRBV25-1
202241930	202316302	2	TRAK2
122489800	122490406	7	RP5-1166A24.1
9925635	9927195	Y	AC006987.4
32783497	32787397	9	TMEM215
9928019	9928137	Y	RNA5SP518
75178654	75178748	14	SNORA7
114040596	114040658	12	RNU7-114P
20168029	20285523	X	RPS6KA3
9928411	9928816	Y	AC006987.5
122709303	122743643	7	RP11-61D3.1
52838501	52870131	1	ORC1
82095861	82116511	10	DYDC1
114117264	114211488	12	RP11-438N16.1
41363548	41384247	13	SLC25A15
41284121	41302847	19	RAB4B
122870174	122870795	7	LYPLA1P1
150933059	150947479	1	CERS2
28102411	28102484	14	hsa-mir-3171
28459211	28459321	14	AL445384.1
133300531	133300643	12	RNA5SP379
419604	492945	4	ZNF721
28733596	28735180	14	BNIP3P1
106567518	106568107	3	FCF1P3
133321742	133322315	12	RP13-672B3.5
106613199	106614565	3	MTND4P16
9908398	9921938	3	CIDEC
9930484	9930602	Y	RNA5SP519
123096683	123099910	7	RP11-332K15.1
10007397	10007923	Y	AC006987.6
133402287	133402772	12	RPS11P5
41382926	42219065	21	DSCAM
106614576	106615255	3	RP11-52L11.9
106615330	106615668	3	MTND3P6
159820155	159827104	5	C5orf54
43915493	43966010	7	URGCP
106615738	106616518	3	RP11-52L11.7
102277302	102285913	15	RP11-89K11.1
25862069	25872955	Y	XKRYP3
106616518	106617115	3	RP11-52L11.6
133411960	133412086	12	RNU6-327P
28787347	28887818	14	CTD-2591A6.2
25880340	25882396	Y	USP9YP25
28959116	28959568	14	RPL26P3
90033621	90344287	10	RNLS
106617736	106619438	3	MTND5P16
29061429	29082829	14	RP11-412H8.2
106619440	106619702	3	MTND6P6
209788215	209825811	1	LAMB3
133464428	133465169	12	RP11-46H11.12
106619701	106619928	3	RP11-52L11.4
133476570	133476954	12	RP11-46H11.2
102345902	102346876	15	OR4F6
106619915	106620812	3	MTND1P16
31518717	31530682	22	INPP5J
25886405	25892840	Y	USP9YP29
106621020	106621370	3	MTND2P14
133464800	133497850	3	TF
78138747	78174363	14	ALKBH1
106726415	106726517	3	RNU6-1308P
102358366	102359350	15	OR4F15
138482695	138522846	7	TMEM213
193994471	194005157	3	RP11-513G11.2
158325410	158325505	7	MIR595
106823758	106825847	3	RP11-561O4.1
157180944	157198860	2	NR4A2
158330187	158332571	7	AC078942.1
100150641	100193638	14	CYP46A1
102462245	102463298	15	OR4F4
133488056	133489173	12	RP11-46H11.3
50339199	50342053	10	FAM170B
43030932	43213007	15	TTBK2
194014254	194030592	3	LINC00887
158383321	158383812	7	LINC01022
19623227	19626838	19	TSSK6
158384308	158384388	7	MIR5707
9434850	9493293	19	ZNF559-ZNF177
179040779	179053323	3	ZNF639
158415880	158416141	7	THAP5P1
20083769	20093074	15	RP11-79C23.1
41320187	41320266	17	RP11-242D8.2
159828648	159848718	5	SLU7
158512421	158512852	7	AC019084.7
176554085	176923815	4	GPM6A
41321897	41322094	17	RP11-242D8.3
10009199	10010334	Y	AC006987.7
39078948	39093886	HSCHR17_4_CTG4	KRT23
55413729	55423798	12	NEUROD4
194192652	194192814	3	RP11-384A12.1
158799213	158822886	7	LINC00689
194208183	194239008	3	LINC00884
23673258	23711212	Y	RBMY1A1
10011462	10011816	Y	PCMTD1P1
29062985	29063125	14	EIF4A1P12
10027986	10029907	Y	CDC27P2
194217046	194222232	3	AC108676.1
41368960	41383338	17	LINC00854
10381657	10414870	20	MKKS
194254232	194254312	3	RNU6-1101P
20088867	20088969	15	RNU6-978P
114227347	114227612	12	RP11-438N16.2
194283707	194284730	3	AC046143.6
30290569	30290672	16	snoU13
30366762	30367848	16	RP11-347C12.10
69139467	69152622	16	HAS3
9932238	9936033	3	JAGN1
41506056	41635576	13	ELF1
30430946	30431080	16	SNORA42
44833848	44905774	19	CTC-512J12.6
30465318	30465418	16	Y_RNA
10033981	10034093	Y	AC010970.1
49337889	49375297	17	UTP18
30482908	30483024	16	Y_RNA
10036113	10036711	Y	AC010970.2
194304740	194310989	3	TMEM44-AS1
30488501	30500674	16	RP11-297C4.2
10037764	10037915	Y	RNA5-8SP6
30491909	30492667	16	RP11-297C4.3
13262741	13262939	Y	RP1-85D24.3
20004537	20053449	22	TANGO2
18923986	18950950	17	GRAP
69871557	70053596	2	ANXA4
114370374	114375060	12	RP11-780K2.1
30494456	30494516	16	RNU7-61P
13263065	13263272	Y	RP1-85D24.2
30510087	30510875	16	RP11-297C4.1
13263395	13263563	Y	RP1-85D24.1
114514938	114517707	12	RP11-100F15.1
30515240	30515322	16	MIR4518
44886459	44905774	19	ZNF285
27193480	27250064	2	MAPRE3
78174414	78227447	14	SLIRP
204103663	204163009	2	CYP20A1
73106047	73126360	17	ARMC7
183415606	183530413	3	YEATS2
73518058	73520833	2	EGR4
178257372	178408564	2	AGPS
52870236	52886511	1	PRPF38A
131580753	131584956	9	ENDOG
153656978	153664862	X	ATP6AP1
102095321	102098867	14	RP11-1029J19.4
98680459	98680548	10	AL162502.1
1012821	1036706	11	MUC6
98752207	98755716	10	RP11-175O19.4
102100791	102197445	14	RP11-1029J19.5
39371780	39462402	5	DAB2
44283378	44373590	3	TOPAZ1
102144280	102144717	14	RP11-796G6.1
13340359	13340440	Y	AC134878.2
102262892	102276658	14	CTD-2017C7.2
13340551	13340633	Y	AC134878.1
98862513	98863504	10	RP11-453E2.2
114518186	114551294	12	RP11-100F15.2
102269564	102269668	14	RNU6-790P
123098042	123098148	7	RNU6-296P
10415951	10617477	20	SLX4IP
102299772	102305868	14	CTD-2017C7.1
190539016	190625919	2	ANKAR
19626545	19644285	19	NDUFA13
123224913	123265011	7	RP11-390E23.3
13462594	13463857	Y	DUX4L16
68569418	68569561	16	RNU4-36P
120532899	120555306	12	RAB35
68607685	68623415	16	RP11-615I2.1
44921685	44952766	19	ZNF229
13470597	13471863	Y	DUX4L17
68664126	68664257	16	snoU109
68664754	68664871	16	snoU109
99034769	99037854	10	RP11-375N9.2
200134223	200335989	2	SATB2
99068895	99069715	10	RP11-452K12.3
123389122	123391220	7	RP11-390E23.6
123430659	123430765	7	RNU6-11P
123454193	123469306	7	HYALP1
209848765	209849733	1	G0S2
99094321	99102770	10	RP11-452K12.4
41635410	41658137	13	WBP4
131581930	131592100	9	C9orf114
30097114	30103208	16	TBX6
29142447	29142933	14	BTF3P2
123572186	123572513	7	RP4-630C24.1
34998206	35048198	5	AGXT2
55523465	55524586	12	OR9K2
492989	533985	4	PIGG
14515329	14665181	11	PSMA1
56186592	56221224	19	EPN1
29198289	29234483	14	RP11-966I7.1
47445525	47594999	6	CD2AP
123634676	123667713	7	RP4-630C24.3
32972604	33025166	9	APTX
97258907	97308524	2	KANSL3
209859510	209908295	1	HSD11B1
26904588	26926297	17	SPAG5
55614809	55615759	12	OR10A7
10618332	10654694	20	JAG1
50478755	50494495	12	SMARCD1
77949297	77950568	12	AC073528.1
55640982	55642086	12	OR6C74
123672259	124035172	7	RP5-921G16.1
30546073	30548465	16	AC002310.12
29252697	29254993	14	RP11-966I7.2
194353652	194366130	3	AC046143.3
115199876	116603328	2	DPP10
55688072	55689016	12	OR6C6
30548523	30549552	16	AC002310.10
1820287	1821731	16	NME3
50362773	50396630	10	C10orf128
44979854	45004576	19	ZNF180
168396921	168445769	6	KIF25
30583571	30595181	16	AC002310.7
30685021	30700042	HSCHR6_MHC_QBL	FLOT1
186256230	186264491	3	CRYGS
30597228	30619914	16	RP11-146F11.5
44038388	44038935	3	RP4-555D20.3
70196492	70214357	5	SERF1A
111160511	111230652	2	LIMS3
30598983	30599241	16	AC002310.17
67056018	67069956	11	ANKRD13D
44039573	44040641	3	RP4-555D20.4
44112579	44112678	3	RNU6-367P
74306894	74366314	7	PMS2P5
69151913	69166487	16	CHTF8
41284147	41314103	19	RAB4B-EGLN2
75310727	75322378	14	RP11-316E14.6
44155704	44155802	3	MIR138-1
142423173	142423688	7	TRBV27
9435021	9493293	19	ZNF177
75340387	75340957	14	RP11-316E14.2
9944296	9958086	3	IL17RE
71065698	71066636	12	FAHD2P1
142428484	142428984	7	TRBV28
21392536	21672813	X	CNKSR2
75471422	75475184	14	RP11-950C14.3
50400233	50541675	3	CACNA2D2
71300697	71300798	12	Y_RNA
37787275	38122400	6	ZFAND3
71401553	71425863	12	CTD-2021H9.1
30626577	30627000	16	RP11-146F11.4
142448053	142448741	7	TRBV29-1
159024125	159026067	7	PIP5K1P2
30635606	30636035	16	RP11-146F11.3
71427902	71498306	12	CTD-2021H9.2
75487464	75487570	14	RNU6-689P
31502098	31514044	HSCHR6_MHC_COX	NFKBIL1
35744371	35747329	6	CLPSL2
30638297	30638499	16	RP11-146F11.2
173292082	173371181	2	ITGA6
111222628	111230511	2	LIMS3L
4574679	4607632	17	PELP1
31858893	31876828	HSCHR6_MHC_APD	EHMT2
142457319	142460923	7	PRSS1
30686621	30686723	16	RNU6-416P
29704840	30050447	18	GAREM
31530795	31536593	22	PLA2G3
44379611	44450943	3	TCAIM
33146132	33150126	HSCHR6_MHC_DBB	SLC39A7
43235095	43398311	15	UBR1
71976073	71977632	12	RP11-186F10.2
136100292	136103978	HG79_PATCH	LCN1P1
138516126	138666064	7	KIAA1549
56219798	56249768	19	NLRP9
94741584	94753245	8	RBM12B
73612886	73837920	2	ALMS1
41447213	41466567	17	LINC00910
5757681	5758768	11	OR56B1
39114796	39123271	HSCHR17_4_CTG4	KRT39
5775923	5776959	11	OR52N4
75583129	75583303	14	HIF1AP1
112831997	113149158	HG306_PATCH	NCAM1
75593856	75603633	14	RP11-950C14.7
136125799	136131098	HG79_PATCH	CTD-2612A24.1
82104501	82127829	10	DYDC2
136178005	136178098	HG79_PATCH	Y_RNA
75668784	75668872	14	RNU4ATAC14P
5798864	5799897	11	OR52N5
136193329	136194004	HG79_PATCH	LCN1P2
42539728	42654445	21	BACE2
75726114	75738653	14	RP11-293M10.2
186263862	186288332	3	TBCCD1
136213263	136213359	HG79_PATCH	Y_RNA
41304901	41314338	19	EGLN2
136214525	136215000	HG79_PATCH	RP11-244N20.7
5809084	5810046	11	OR52N1
75758809	75761016	14	RP11-293M10.4
136224931	136225005	HG79_PATCH	SNORD24
31556168	31603005	22	RNF185
51339438	51339770	10	RP11-592B15.6
136225630	136225703	HG79_PATCH	SNORD36
5841544	5842578	11	OR52N2
106959539	107045811	3	LINC00883
75761107	75763341	14	RP11-293M10.5
136225991	136226063	HG79_PATCH	SNORD36
113066553	113116412	4	C4orf32
30103635	30108236	16	YPEL3
136226382	136226447	HG79_PATCH	SNORD36
51383526	51383726	10	SNORA74
136344395	136346293	HG79_PATCH	RP13-100B2.4
13477233	13478499	Y	DUX4L18
51532102	51532572	10	RP11-109G10.2
11008408	11010014	20	C20orf187
142494049	142494098	7	TRBJ2-1
114535487	114536028	12	HAUS8P1
94752349	94753001	8	RBM12B-AS1
19627036	19648390	19	YJEFN3
127512115	127542264	10	BCCIP
51535126	51535474	10	RP11-481A12.2
13488005	13489271	Y	DUX4L19
75890386	75894444	14	RP11-293M10.6
168456425	168482237	6	FRMD1
1821891	1823156	16	MRPS34
56270380	56274541	19	RFPL4A
45116940	45140081	19	IGSF23
114542347	114543736	12	GLULP5
51611024	51611224	10	SNORA74
35748794	35761452	6	CLPSL1
132387654	132442141	5	HSPA4
142494244	142494294	7	TRBJ2-2
44158791	44163857	3	RP4-555D20.2
13491303	13493369	Y	PABPC1P5
142494381	142494426	7	TRBJ2-2P
56280507	56284545	19	RFPL4AL1
76041231	76045931	14	AC007182.6
72033135	72033263	12	SNORA17
44379433	44380044	3	RP11-424N24.2
142494531	142494579	7	TRBJ2-3
106991458	107101007	3	RP11-446H18.5
44462619	44465499	3	LINC00694
95653730	95715819	10	SLC35G1
47729878	47804904	20	STAU1
76062148	76062549	14	RP11-507E23.1
29765032	29800367	18	MEP1B
112459202	112579971	7	C7orf60
113152893	113191203	4	AP1AR
44556708	44556793	3	AC099669.1
142494682	142494731	7	TRBJ2-4
79650356	79670168	17	HGS
131595221	131644773	9	CCBL1
209929377	209955668	1	TRAF3IP3
44566236	44567297	3	EI24P3
76070516	76070621	14	RNA5SP387
76280845	76314041	14	RP11-270M14.4
135468534	135524435	5	SMAD5
114676775	114679575	12	RP11-139B1.1
114460459	114516243	5	TRIM36
5862158	5863182	11	OR52E6
142494803	142494850	7	TRBJ2-5
142494923	142494975	7	TRBJ2-6
41473361	41473459	17	RNU6-1137P
90346510	90366733	10	LIPJ
76304500	76305457	14	RP11-270M14.1
5877904	5878964	11	OR52E8
112013974	112034840	11	IL18
44598849	44727145	3	RP11-944L7.4
143191726	143200284	5	HMHB1
44621430	44622518	3	MPRIPP1
102309731	102310459	14	CTD-2017C7.3
11871371	11907257	20	BTBD3
5905501	5906527	11	OR52E4
142495140	142495186	7	TRBJ2-7
102414684	102415762	14	RP11-1017G21.5
44658620	44666289	3	ZNF197-AS1
231280657	231408805	2	SP100
44708904	44710856	3	RP11-348P10.2
41701705	41706882	13	KBTBD6
142498725	142500432	7	TRBC2
5968570	5969591	11	OR56A3
102418753	102419400	14	RP11-1017G21.6
44750803	44752378	3	SOCS5P3
102435701	102435938	14	RP11-1017G21.3
76437267	76437930	14	RP11-270M14.5
44834507	44834597	3	AC098649.1
169511216	169530774	3	LRRC34
44903380	44903473	3	MIR564
142510271	142511084	7	TRBV30
102502652	102532565	14	RP11-1017G21.4
150954493	150968110	1	ANXA9
44940670	44942417	3	RP11-272D20.2
41763969	41768702	13	KBTBD7
114845996	114850636	12	TBX5-AS1
76480022	76480486	14	RP11-98L12.2
44979165	44979974	3	RPL12P44
111271389	111334762	2	RGPD6
95726119	95769847	5	PCSK1
45075966	45076080	3	RNU5B-3P
102543520	102543810	14	RN7SL472P
102807306	102807406	14	AL137229.1
45201266	45201667	3	RPS24P8
102825136	102825239	14	snoU13
52873954	53019159	1	ZCCHC11
102968013	102968116	14	RNU6-244P
45266617	45267519	3	AC010170.1
112718386	112727833	7	GPR85
143537723	143550278	5	YIPF5
103005981	103006063	14	MIR4309
103011591	103022163	14	CTD-2555C10.3
45296902	45297112	3	U3
30252634	30353025	18	KLHL14
45525466	45551037	3	LARS2-AS1
1823208	1831709	16	EME2
32155615	32158971	HSCHR6_MHC_SSTO	AGER
103049227	103049514	14	RN7SL546P
103128577	103129045	14	RP11-661D19.1
45633747	45633819	3	AC099539.1
103161725	103161832	14	Y_RNA
45720535	45730626	3	LIMD1-AS1
37921198	38020441	17	IKZF3
103236377	103241128	14	RP11-661D19.3
121866900	122018920	12	KDM2B
103255828	103255928	14	snoU13
45147098	45166850	19	PVR
30709030	30710379	16	RP11-146F11.1
56296770	56348166	19	NLRP11
103332193	103332300	14	RNU6-1316P
103345958	103346075	14	AL117209.1
69152757	69154331	16	CHTF8
31695130	31720011	HSCHR6_MHC_COX	MSH5-SAPCD1
103399911	103403514	14	RP11-365N19.2
194358234	194358393	3	RP11-534C12.1
30712658	30712756	16	RNU6-1043P
103507806	103508431	14	RPL13P6
194370319	194370419	3	AC046143.2
30721858	30721986	16	SNORA30
103561060	103565222	14	RP11-736N17.8
194387894	194387945	3	AC046143.1
30751988	30762702	16	RP11-2C24.4
73780681	73821886	17	UNK
194426277	194427693	3	AC106706.1
103587184	103589344	14	LINC00677
41790505	41837742	13	MTRF1
103606012	103608296	14	RP11-736N17.4
30789770	30791473	16	RP11-2C24.6
112038095	112043282	11	TEX12
73126320	73127890	17	NT5C
31527243	31529513	HSCHR6_MHC_COX	LTA
103614934	103615745	14	RPL21P12
67070919	67080078	11	SSH3
150754297	150773614	7	SLC4A2
94767072	94831462	8	TMEM67
103650541	103651376	14	GCSHP2
145679542	145681410	3	RP11-88H10.3
52991762	53013627	6	GCM1
30349758	30354376	18	AC012123.1
78224685	78606790	12	NAV3
9523272	9546254	19	ZNF266
70339081	70351277	17	RP11-1124B17.1
145777372	145779466	3	RP11-274H2.5
103653558	103655365	14	LINC00605
39134095	39143514	HSCHR17_4_CTG4	KRT40
70422080	70424993	17	RP11-57A1.1
45950035	46090354	10	MARCH8
145781829	145822991	3	RP11-274H2.2
70623370	70623763	17	RPL32P33
103669523	103669601	14	AL161669.1
70638870	70640629	17	CTD-3010D24.3
103674085	103674126	14	RP11-736N17.9
103707829	103708309	14	RPL21P13
70659962	70660291	17	RN7SKP180
112041253	112071394	11	AP002884.3
33905065	34053436	17	AP2B1
145784131	145786972	3	RP11-274H2.3
103745560	103746292	14	RAP2CP1
70710522	70710610	17	AC080037.1
142552792	142568847	7	EPHB6
70814975	70815111	17	SCARNA24
146060783	146066267	3	RP11-758I14.2
70835178	70835857	17	RP11-171G2.1
103749270	103749805	14	RP11-45P15.2
118864997	118878889	3	C3orf30
71064009	71064427	17	RP11-766H1.1
146109150	146134390	3	RP11-758I14.3
71159174	71159498	17	POLR3KP2
71161116	71192732	17	RP11-143K11.5
29269290	29299410	14	RP11-966I7.3
71171622	71172772	17	RP11-143K11.1
31854934	31857319	HSCHR6_MHC_COX	ZBTB12
39149809	39150512	HSCHR17_4_CTG4	KRTAP3-3
55714346	55715408	12	OR6C1
67813406	67819628	15	C15orf61
31608225	31676066	22	LIMK2
39155572	39156273	HSCHR17_4_CTG4	KRTAP3-2
146289264	146289370	3	RNU6-428P
146307389	146308112	3	PLSCR5-AS1
29299450	29437606	14	CTD-2384A14.1
39164900	39175703	HSCHR17_4_CTG4	KRTAP3-1
584441	591042	20	TCF15
31866341	31866586	HSCHR6_MHC_COX	AL662834.1
146627472	147088443	3	RP11-649A16.1
45784167	45784460	3	RN7SL145P
69165194	69265033	16	CIRH1A
1826713	1843701	16	SPSB3
45925132	45925605	3	RP11-852E15.1
146639710	146643005	3	RP11-232M24.1
39182405	39183581	HSCHR17_4_CTG4	KRTAP1-5
135604670	135818914	6	AHI1
45944679	45944790	3	Y_RNA
46064788	46065648	3	NRBF2P2
39186076	39186483	HSCHR17_4_CTG4	KRTAP1-4
48673949	48700877	19	C19orf68
46183850	46185169	3	FLT1P1
194429150	194502897	3	AC090505.6
1074875	1104419	11	MUC2
39190263	39191234	HSCHR17_4_CTG4	KRTAP1-3
133548924	133549476	12	NANOGNBP2
21673609	21676448	X	KLHL34
133571776	133571888	12	RNU4ATAC12P
39196936	39197838	HSCHR17_4_CTG4	KRTAP1-1
42676139	42729358	21	FAM3B
25887089	25887252	Y	RNU1-97P
627259	634014	20	SRXN1
53132196	53213947	6	ELOVL5
133606975	133613808	12	RP11-386I8.6
194476318	194478151	3	AC090505.5
55725485	55726420	12	OR6C3
137980279	138048728	3	NME9
39202918	39203693	HSCHR17_4_CTG4	KRTAP2-1
33150329	33152518	HSCHR6_MHC_DBB	HSD17B8
6007122	6008215	11	OR52L1
194485967	194489441	3	AC090505.4
176986985	177103978	4	WDR17
30116131	30125177	16	GDPD3
25897335	25897907	Y	RAB9AP1
55758895	55759833	12	OR6C75
52528159	52533303	X	XAGE1D
21724090	21776281	X	SMPX
194548619	194553321	3	AC090505.1
39210879	39211741	HSCHR17_4_CTG4	KRTAP2-1
6023216	6024424	11	OR56A4
627270	656444	20	RP5-850E9.3
194815317	194816786	3	XXYLT1-AS1
39215722	39216596	HSCHR17_4_CTG4	KRTAP2-3
55794214	55795289	12	OR6C65
194855235	194855309	3	MIR3137
6047901	6048971	11	OR56A1
194867459	194867732	3	RN7SL36P
38136227	38607924	6	BTBD9
642240	656823	20	SCRT2
55820038	55820976	12	OR6C76
194868600	194873519	3	XXYLT1-AS2
113195698	113207059	4	TIFA
40731531	40762641	17	FAM134C
48675575	48790865	19	ZNF114
6128914	6130065	11	OR56B4
113670548	113676459	2	IL37
99152954	99153304	10	RP11-452K12.6
55845998	55846936	12	OR6C2
194935516	194935622	3	RNU6-25P
6149840	6150706	11	OR56B3P
72102951	72104154	12	RP11-498M15.1
99160872	99179281	10	RP11-452K12.7
41489795	41489898	17	RNU6-470P
55862984	55863922	12	OR6C70
6173006	6173818	11	OR52B1P
112046190	112095422	11	BCO2
41522075	41528568	17	MIR2117
99180952	99181064	10	Y_RNA
99242426	99242530	10	AL355490.2
6190560	6191638	11	OR52B2
31900979	31907413	HSCHR6_MHC_COX	CFB
29326590	29327907	14	RP11-30H9.1
99588235	99609555	10	LINC00866
740724	749131	20	SLC52A3
99635569	99635654	10	AL139239.1
168693510	168720434	6	DACT2
6220376	6221489	11	OR52W1
100011780	100016332	10	RP11-34A14.3
131644391	131680318	9	LRRC8A
55886147	55887100	12	OR6C68
100154975	100155064	10	MIR1287
100191049	100191117	10	MIR4685
6226796	6232362	11	C11orf42
21857754	21903542	X	MBTPS2
100772860	100773709	10	ARL5AP2
55944983	55946028	12	OR6C4
209955661	209957904	1	C1orf74
43966037	43995735	7	UBE2D4
130759614	130970929	5	RAPGEF6
100807396	100808076	10	RPL7P36
27255778	27264563	2	TMEM214
30517366	31021065	18	CCDC178
18996287	19000150	17	AC007952.5
33025209	33039905	9	DNAJA1
120565007	120632513	12	GCN1L1
103892787	103910082	10	PPRC1
113185251	113254266	HG306_PATCH	TTC12
92631473	92668312	10	RPP30
30634431	30645937	HSCHR6_MHC_DBB	PPP1R18
209959036	209979465	1	IRF6
219135115	219211516	2	PNKD
67835047	68099461	15	MAP2K5
29370442	29370553	14	Y_RNA
100204030	100408397	14	EML1
29406095	29497969	14	RP11-148E17.1
814358	838106	20	FAM110A
55968199	55969128	12	OR2AP1
135093135	135125841	10	TUBGCP2
17393447	17558023	6	CAP2
39221598	39222361	HSCHR17_4_CTG4	KRTAP2-4
29445042	29448130	14	CTD-2384A14.2
13551375	13552752	Y	RP11-295P22.1
67118248	67124443	11	POLD4
39240638	39241794	HSCHR17_4_CTG4	AC037482.2
6232565	6255941	11	FAM160A2
56030644	56031638	12	OR10P1
13629403	13629913	Y	RP11-295P22.2
13901758	13903233	Y	RCC2P1
39254169	39254756	HSCHR17_4_CTG4	AC037482.3
114942681	114942992	12	RN7SKP216
29451509	29451616	14	RNU6-864P
13947443	13947512	Y	AC011293.1
114986659	114987657	12	RP11-385N17.3
29734031	29850501	14	RP11-562L8.1
14043242	14044475	Y	ASS1P6
103798011	103798704	14	RP11-45P15.4
168841831	169073984	6	SMOC2
103804186	103804311	14	SNORA28
9577183	9609283	19	ZNF560
103830576	103831157	14	HMGB3P26
103840370	103841253	14	RP11-600F24.1
21874105	21876845	X	YY2
103878456	103879098	14	RP11-600F24.2
56075330	56078395	12	METTL7B
76702160	76729817	14	RP11-361H10.3
101190948	101197874	10	RP11-441O15.3
853296	896977	20	ANGPT4
